dataset_id,dataset_name,row_index,true_label,true_label_display,dbscan_label,ss_dbscan_label,important_point,importance_score
synthetic,synthetic_varied_density.csv,59,0,0,1,1,False,1.031158
synthetic,synthetic_varied_density.csv,60,0,0,1,1,False,1.037978
synthetic,synthetic_varied_density.csv,61,0,0,1,1,False,1.004508
synthetic,synthetic_varied_density.csv,62,0,0,1,1,False,1.017843
synthetic,synthetic_varied_density.csv,63,0,0,1,1,False,1.137527
synthetic,synthetic_varied_density.csv,64,0,0,1,1,False,1.048230
synthetic,synthetic_varied_density.csv,65,0,0,1,1,False,1.091219
synthetic,synthetic_varied_density.csv,66,0,0,1,1,True,8.278226
synthetic,synthetic_varied_density.csv,67,0,0,1,1,False,1.060068
synthetic,synthetic_varied_density.csv,68,0,0,1,1,True,8.228636
synthetic,synthetic_varied_density.csv,69,0,0,1,-1,False,1.028086
synthetic,synthetic_varied_density.csv,70,0,0,1,1,True,7.904914
synthetic,synthetic_varied_density.csv,71,0,0,1,-1,False,1.122746
synthetic,synthetic_varied_density.csv,72,0,0,1,1,False,1.111242
synthetic,synthetic_varied_density.csv,73,0,0,1,1,True,7.459731
synthetic,synthetic_varied_density.csv,74,0,0,1,1,False,1.022932
synthetic,synthetic_varied_density.csv,75,0,0,1,1,True,8.340782
synthetic,synthetic_varied_density.csv,76,0,0,1,1,False,1.051208
synthetic,synthetic_varied_density.csv,77,0,0,1,1,False,1.007516
synthetic,synthetic_varied_density.csv,78,0,0,1,1,True,8.002977
synthetic,synthetic_varied_density.csv,79,0,0,1,1,False,1.119169
synthetic,synthetic_varied_density.csv,80,0,0,1,1,False,1.093406
synthetic,synthetic_varied_density.csv,81,0,0,1,-1,False,1.112626
synthetic,synthetic_varied_density.csv,82,0,0,1,1,False,1.119045
synthetic,synthetic_varied_density.csv,83,0,0,1,1,False,1.031793
synthetic,synthetic_varied_density.csv,84,0,0,1,1,True,8.189908
synthetic,synthetic_varied_density.csv,85,0,0,1,1,True,8.209421
synthetic,synthetic_varied_density.csv,86,0,0,1,1,False,1.095852
synthetic,synthetic_varied_density.csv,87,0,0,1,1,False,1.000346
synthetic,synthetic_varied_density.csv,88,0,0,1,1,False,1.149005
synthetic,synthetic_varied_density.csv,89,0,0,1,1,True,7.565386
synthetic,synthetic_varied_density.csv,90,0,0,1,1,False,1.009309
synthetic,synthetic_varied_density.csv,91,0,0,1,1,True,7.873555
synthetic,synthetic_varied_density.csv,92,0,0,1,1,False,1.019355
synthetic,synthetic_varied_density.csv,93,0,0,1,1,True,8.027646
synthetic,synthetic_varied_density.csv,94,0,0,1,1,False,1.094842
synthetic,synthetic_varied_density.csv,95,0,0,1,1,False,1.058939
synthetic,synthetic_varied_density.csv,96,0,0,1,1,False,1.138278
synthetic,synthetic_varied_density.csv,97,0,0,1,1,False,1.047873
synthetic,synthetic_varied_density.csv,98,0,0,1,1,True,8.434686
synthetic,synthetic_varied_density.csv,99,0,0,1,1,True,7.811818
synthetic,synthetic_varied_density.csv,100,0,0,1,1,False,1.098993
synthetic,synthetic_varied_density.csv,101,0,0,1,1,True,7.774472
synthetic,synthetic_varied_density.csv,102,0,0,1,-1,False,1.070918
synthetic,synthetic_varied_density.csv,103,0,0,1,1,False,1.142509
synthetic,synthetic_varied_density.csv,104,0,0,1,1,False,1.051407
synthetic,synthetic_varied_density.csv,105,0,0,1,1,False,1.026585
synthetic,synthetic_varied_density.csv,106,0,0,1,1,True,7.946210
synthetic,synthetic_varied_density.csv,107,0,0,1,1,True,8.245253
synthetic,synthetic_varied_density.csv,108,0,0,1,1,False,1.006038
synthetic,synthetic_varied_density.csv,109,0,0,1,1,True,8.079375
synthetic,synthetic_varied_density.csv,110,0,0,1,1,True,8.052445
synthetic,synthetic_varied_density.csv,111,0,0,1,1,True,7.615932
synthetic,synthetic_varied_density.csv,112,0,0,1,1,True,7.665531
synthetic,synthetic_varied_density.csv,113,0,0,1,-1,False,1.079712
synthetic,synthetic_varied_density.csv,114,0,0,1,1,False,1.098999
synthetic,synthetic_varied_density.csv,115,0,0,1,1,False,1.045372
synthetic,synthetic_varied_density.csv,116,0,0,1,1,True,8.123212
synthetic,synthetic_varied_density.csv,117,0,0,1,1,True,7.653980
synthetic,synthetic_varied_density.csv,118,0,0,1,-1,False,1.110777
synthetic,synthetic_varied_density.csv,119,0,0,1,1,False,1.060471
synthetic,synthetic_varied_density.csv,120,0,0,1,1,False,1.084273
synthetic,synthetic_varied_density.csv,121,0,0,1,-1,False,1.107967
synthetic,synthetic_varied_density.csv,122,0,0,1,-1,False,1.076340
synthetic,synthetic_varied_density.csv,123,0,0,1,1,False,1.136063
synthetic,synthetic_varied_density.csv,124,0,0,1,-1,False,1.062895
synthetic,synthetic_varied_density.csv,125,0,0,1,1,True,8.159258
synthetic,synthetic_varied_density.csv,126,0,0,1,1,False,1.051354
synthetic,synthetic_varied_density.csv,127,0,0,1,1,True,8.021671
synthetic,synthetic_varied_density.csv,128,0,0,1,1,True,8.502355
synthetic,synthetic_varied_density.csv,129,0,0,1,1,False,1.018871
synthetic,synthetic_varied_density.csv,130,0,0,1,1,True,8.041422
synthetic,synthetic_varied_density.csv,131,0,0,1,1,True,7.978912
synthetic,synthetic_varied_density.csv,132,0,0,1,1,True,8.035711
synthetic,synthetic_varied_density.csv,133,0,0,1,1,True,8.143910
synthetic,synthetic_varied_density.csv,134,0,0,1,1,True,7.699278
synthetic,synthetic_varied_density.csv,135,0,0,1,1,True,8.520589
synthetic,synthetic_varied_density.csv,136,0,0,1,1,False,1.029671
synthetic,synthetic_varied_density.csv,137,0,0,1,1,False,1.116723
synthetic,synthetic_varied_density.csv,138,0,0,1,1,False,1.129095
synthetic,synthetic_varied_density.csv,139,0,0,1,1,False,1.037002
synthetic,synthetic_varied_density.csv,140,0,0,1,1,False,1.100177
synthetic,synthetic_varied_density.csv,141,0,0,1,1,False,1.019404
synthetic,synthetic_varied_density.csv,142,0,0,1,1,False,1.041273
synthetic,synthetic_varied_density.csv,143,0,0,1,1,True,7.517940
synthetic,synthetic_varied_density.csv,144,0,0,1,1,True,8.155654
synthetic,synthetic_varied_density.csv,145,0,0,1,1,True,8.515205
synthetic,synthetic_varied_density.csv,146,0,0,1,-1,False,1.136549
synthetic,synthetic_varied_density.csv,147,0,0,1,1,True,8.855796
synthetic,synthetic_varied_density.csv,148,0,0,1,1,True,7.840235
synthetic,synthetic_varied_density.csv,149,0,0,1,1,False,1.105209
synthetic,synthetic_varied_density.csv,150,0,0,1,-1,False,1.142938
synthetic,synthetic_varied_density.csv,151,0,0,1,1,False,1.091509
synthetic,synthetic_varied_density.csv,152,0,0,1,1,True,8.429203
synthetic,synthetic_varied_density.csv,153,0,0,1,1,False,1.093822
synthetic,synthetic_varied_density.csv,154,0,0,1,1,False,1.048074
synthetic,synthetic_varied_density.csv,155,0,0,1,1,False,1.146419
synthetic,synthetic_varied_density.csv,156,0,0,1,1,False,1.059951
synthetic,synthetic_varied_density.csv,157,0,0,1,1,True,8.157611
synthetic,synthetic_varied_density.csv,158,0,0,1,1,True,7.931090
synthetic,synthetic_varied_density.csv,159,0,0,1,1,False,1.060009
synthetic,synthetic_varied_density.csv,160,0,0,1,1,True,7.915847
synthetic,synthetic_varied_density.csv,161,0,0,1,1,False,1.091534
synthetic,synthetic_varied_density.csv,162,0,0,1,-1,False,1.066591
synthetic,synthetic_varied_density.csv,163,0,0,1,1,False,1.140391
synthetic,synthetic_varied_density.csv,164,0,0,1,1,False,1.128098
synthetic,synthetic_varied_density.csv,165,0,0,1,1,False,1.048332
synthetic,synthetic_varied_density.csv,166,0,0,1,1,False,1.081682
synthetic,synthetic_varied_density.csv,167,0,0,1,1,True,7.596713
synthetic,synthetic_varied_density.csv,168,0,0,1,1,True,8.395535
synthetic,synthetic_varied_density.csv,169,0,0,1,1,False,1.050117
synthetic,synthetic_varied_density.csv,170,1,1,1,-1,False,1.000078
synthetic,synthetic_varied_density.csv,171,1,1,1,2,True,7.594887
synthetic,synthetic_varied_density.csv,172,1,1,1,-1,False,1.116194
synthetic,synthetic_varied_density.csv,173,1,1,1,2,True,8.948761
synthetic,synthetic_varied_density.csv,174,1,1,1,2,False,1.097839
synthetic,synthetic_varied_density.csv,175,1,1,1,2,True,8.094533
synthetic,synthetic_varied_density.csv,176,1,1,1,2,True,8.320576
synthetic,synthetic_varied_density.csv,177,1,1,1,2,False,1.022030
synthetic,synthetic_varied_density.csv,178,1,1,1,2,True,7.270459
synthetic,synthetic_varied_density.csv,179,1,1,1,2,True,7.867768
synthetic,synthetic_varied_density.csv,180,1,1,1,2,True,8.018719
synthetic,synthetic_varied_density.csv,181,1,1,1,2,False,1.122880
synthetic,synthetic_varied_density.csv,182,1,1,1,2,False,1.013913
synthetic,synthetic_varied_density.csv,183,1,1,1,2,True,7.867110
synthetic,synthetic_varied_density.csv,184,1,1,1,2,True,8.338613
synthetic,synthetic_varied_density.csv,185,1,1,1,2,True,7.822513
synthetic,synthetic_varied_density.csv,186,1,1,1,2,False,1.112849
synthetic,synthetic_varied_density.csv,187,1,1,1,2,False,1.075627
synthetic,synthetic_varied_density.csv,188,1,1,1,2,False,1.112540
synthetic,synthetic_varied_density.csv,189,1,1,1,2,False,1.069702
synthetic,synthetic_varied_density.csv,190,1,1,1,2,True,7.868326
synthetic,synthetic_varied_density.csv,191,1,1,1,2,False,1.032878
synthetic,synthetic_varied_density.csv,192,1,1,1,2,False,1.031257
synthetic,synthetic_varied_density.csv,193,1,1,1,2,True,7.992213
synthetic,synthetic_varied_density.csv,194,1,1,1,2,False,1.017837
synthetic,synthetic_varied_density.csv,195,1,1,1,-1,False,1.012897
synthetic,synthetic_varied_density.csv,196,1,1,1,2,True,7.452990
synthetic,synthetic_varied_density.csv,197,1,1,1,2,True,7.720741
synthetic,synthetic_varied_density.csv,198,1,1,1,2,True,7.743700
synthetic,synthetic_varied_density.csv,199,1,1,1,2,True,8.230261
synthetic,synthetic_varied_density.csv,200,1,1,1,2,True,7.254781
synthetic,synthetic_varied_density.csv,201,1,1,1,2,True,7.856381
synthetic,synthetic_varied_density.csv,202,1,1,1,2,True,7.803736
synthetic,synthetic_varied_density.csv,203,1,1,1,2,True,8.416645
synthetic,synthetic_varied_density.csv,204,1,1,1,-1,False,1.058938
synthetic,synthetic_varied_density.csv,205,1,1,1,-1,False,1.131263
synthetic,synthetic_varied_density.csv,206,1,1,1,2,True,8.163162
synthetic,synthetic_varied_density.csv,207,1,1,1,2,True,7.912114
synthetic,synthetic_varied_density.csv,208,1,1,1,2,False,1.028845
synthetic,synthetic_varied_density.csv,209,1,1,1,2,True,7.393377
synthetic,synthetic_varied_density.csv,210,1,1,1,2,True,7.733822
synthetic,synthetic_varied_density.csv,211,1,1,1,2,False,1.043363
synthetic,synthetic_varied_density.csv,212,1,1,1,2,False,1.110209
synthetic,synthetic_varied_density.csv,213,1,1,1,2,False,1.084963
synthetic,synthetic_varied_density.csv,214,1,1,1,2,False,1.082636
synthetic,synthetic_varied_density.csv,215,1,1,1,2,False,1.124282
synthetic,synthetic_varied_density.csv,216,1,1,1,2,False,1.106580
synthetic,synthetic_varied_density.csv,217,1,1,1,2,False,1.003987
synthetic,synthetic_varied_density.csv,218,1,1,1,2,True,8.320709
synthetic,synthetic_varied_density.csv,219,1,1,1,2,True,8.149729
synthetic,synthetic_varied_density.csv,220,1,1,1,2,True,7.662127
synthetic,synthetic_varied_density.csv,221,1,1,1,2,False,1.039028
synthetic,synthetic_varied_density.csv,222,1,1,1,2,False,1.062798
synthetic,synthetic_varied_density.csv,223,1,1,1,2,False,1.113687
synthetic,synthetic_varied_density.csv,224,1,1,1,2,False,1.123992
synthetic,synthetic_varied_density.csv,225,1,1,1,2,True,8.295919
synthetic,synthetic_varied_density.csv,226,1,1,1,-1,False,1.057805
synthetic,synthetic_varied_density.csv,227,1,1,1,2,True,7.846331
synthetic,synthetic_varied_density.csv,228,1,1,1,2,False,1.078288
synthetic,synthetic_varied_density.csv,229,1,1,1,2,True,7.131752
synthetic,synthetic_varied_density.csv,230,1,1,1,2,True,7.443886
synthetic,synthetic_varied_density.csv,231,1,1,1,-1,False,1.101498
synthetic,synthetic_varied_density.csv,232,1,1,1,2,False,1.009912
synthetic,synthetic_varied_density.csv,233,1,1,1,2,False,1.000160
synthetic,synthetic_varied_density.csv,234,1,1,1,2,False,1.031842
synthetic,synthetic_varied_density.csv,235,1,1,1,2,True,7.763710
synthetic,synthetic_varied_density.csv,236,1,1,1,2,True,8.263849
synthetic,synthetic_varied_density.csv,237,1,1,1,2,True,8.306790
synthetic,synthetic_varied_density.csv,238,1,1,1,2,False,1.133540
synthetic,synthetic_varied_density.csv,239,1,1,1,2,False,1.070493
synthetic,synthetic_varied_density.csv,240,1,1,1,2,False,1.071414
synthetic,synthetic_varied_density.csv,241,1,1,1,2,True,7.878367
synthetic,synthetic_varied_density.csv,242,1,1,1,2,True,8.059397
synthetic,synthetic_varied_density.csv,243,1,1,1,2,True,8.669534
synthetic,synthetic_varied_density.csv,244,1,1,1,2,False,1.087866
synthetic,synthetic_varied_density.csv,245,1,1,1,2,False,1.029323
synthetic,synthetic_varied_density.csv,246,1,1,1,2,True,8.281600
synthetic,synthetic_varied_density.csv,247,1,1,1,2,True,8.650823
synthetic,synthetic_varied_density.csv,248,1,1,1,2,False,1.014874
synthetic,synthetic_varied_density.csv,249,1,1,1,-1,False,1.031048
synthetic,synthetic_varied_density.csv,250,1,1,1,2,False,1.063410
synthetic,synthetic_varied_density.csv,251,1,1,1,2,False,1.026421
synthetic,synthetic_varied_density.csv,252,1,1,1,-1,False,1.020204
synthetic,synthetic_varied_density.csv,253,1,1,1,-1,False,1.129042
synthetic,synthetic_varied_density.csv,254,1,1,1,2,True,8.259710
synthetic,synthetic_varied_density.csv,255,1,1,1,2,False,1.054114
synthetic,synthetic_varied_density.csv,256,1,1,1,2,True,8.288470
synthetic,synthetic_varied_density.csv,257,1,1,1,2,True,7.547841
synthetic,synthetic_varied_density.csv,258,1,1,1,2,True,7.961799
synthetic,synthetic_varied_density.csv,259,1,1,1,2,False,1.091573
synthetic,synthetic_varied_density.csv,260,1,1,1,2,False,1.030809
synthetic,synthetic_varied_density.csv,261,1,1,1,2,False,1.133255
synthetic,synthetic_varied_density.csv,262,1,1,1,2,False,1.139450
synthetic,synthetic_varied_density.csv,263,1,1,1,2,False,1.014975
synthetic,synthetic_varied_density.csv,264,1,1,1,2,False,1.016110
synthetic,synthetic_varied_density.csv,265,1,1,1,2,True,7.925168
synthetic,synthetic_varied_density.csv,266,1,1,1,2,True,7.480231
synthetic,synthetic_varied_density.csv,267,1,1,1,2,False,1.018295
synthetic,synthetic_varied_density.csv,268,1,1,1,2,False,1.127857
synthetic,synthetic_varied_density.csv,269,1,1,1,-1,False,1.113141
synthetic,synthetic_varied_density.csv,270,1,1,1,2,False,1.122971
synthetic,synthetic_varied_density.csv,271,1,1,1,2,True,7.448533
synthetic,synthetic_varied_density.csv,272,1,1,1,2,True,7.768504
synthetic,synthetic_varied_density.csv,273,1,1,1,2,True,8.163993
synthetic,synthetic_varied_density.csv,274,1,1,1,2,True,8.123420
synthetic,synthetic_varied_density.csv,275,1,1,1,2,True,8.131616
synthetic,synthetic_varied_density.csv,276,1,1,1,2,False,1.142297
synthetic,synthetic_varied_density.csv,277,1,1,1,2,True,7.861900
synthetic,synthetic_varied_density.csv,278,1,1,1,2,False,1.120929
synthetic,synthetic_varied_density.csv,279,1,1,1,2,False,1.025551
synthetic,synthetic_varied_density.csv,280,1,1,1,2,True,8.090174
synthetic,synthetic_varied_density.csv,281,1,1,1,2,True,7.928970
synthetic,synthetic_varied_density.csv,282,1,1,1,2,False,1.074051
synthetic,synthetic_varied_density.csv,283,1,1,1,2,True,8.197911
synthetic,synthetic_varied_density.csv,284,1,1,1,2,True,8.080070
synthetic,synthetic_varied_density.csv,285,1,1,1,2,False,1.059629
synthetic,synthetic_varied_density.csv,286,1,1,1,2,True,7.342704
synthetic,synthetic_varied_density.csv,287,1,1,1,2,False,1.019208
synthetic,synthetic_varied_density.csv,288,1,1,1,2,False,1.048163
synthetic,synthetic_varied_density.csv,289,1,1,1,2,True,7.651253
synthetic,synthetic_varied_density.csv,290,1,1,1,-1,False,1.015493
synthetic,synthetic_varied_density.csv,291,1,1,1,2,True,8.114395
synthetic,synthetic_varied_density.csv,292,1,1,1,2,False,1.088400
synthetic,synthetic_varied_density.csv,293,1,1,1,2,False,1.053801
synthetic,synthetic_varied_density.csv,294,1,1,1,2,False,1.061300
synthetic,synthetic_varied_density.csv,295,1,1,1,2,False,1.064728
synthetic,synthetic_varied_density.csv,296,1,1,1,-1,False,1.094972
synthetic,synthetic_varied_density.csv,297,1,1,1,2,False,1.139015
synthetic,synthetic_varied_density.csv,298,1,1,1,2,True,7.638661
synthetic,synthetic_varied_density.csv,299,1,1,1,2,False,1.058724
synthetic,synthetic_varied_density.csv,300,1,1,1,2,True,7.623832
synthetic,synthetic_varied_density.csv,301,1,1,1,2,False,1.067657
synthetic,synthetic_varied_density.csv,302,1,1,1,2,True,8.153647
synthetic,synthetic_varied_density.csv,303,1,1,1,2,True,8.196796
synthetic,synthetic_varied_density.csv,304,1,1,1,2,False,1.098813
synthetic,synthetic_varied_density.csv,305,1,1,1,2,False,1.083160
synthetic,synthetic_varied_density.csv,306,1,1,1,2,False,1.048107
synthetic,synthetic_varied_density.csv,307,1,1,1,2,False,1.051860
synthetic,synthetic_varied_density.csv,308,1,1,1,2,True,7.815650
synthetic,synthetic_varied_density.csv,309,1,1,1,2,False,1.014196
synthetic,synthetic_varied_density.csv,310,1,1,1,2,True,8.141384
synthetic,synthetic_varied_density.csv,311,1,1,1,2,True,8.642679
synthetic,synthetic_varied_density.csv,312,1,1,1,2,True,8.102527
synthetic,synthetic_varied_density.csv,313,1,1,1,2,False,1.032181
synthetic,synthetic_varied_density.csv,314,1,1,1,2,False,1.084401
synthetic,synthetic_varied_density.csv,315,1,1,1,-1,False,1.113331
synthetic,synthetic_varied_density.csv,316,1,1,1,2,False,1.038613
synthetic,synthetic_varied_density.csv,317,1,1,1,2,True,7.027702
synthetic,synthetic_varied_density.csv,318,1,1,1,2,True,8.808446
synthetic,synthetic_varied_density.csv,319,1,1,1,2,True,8.144190
synthetic,synthetic_varied_density.csv,320,1,1,1,2,False,1.100342
synthetic,synthetic_varied_density.csv,321,1,1,1,-1,False,1.007886
synthetic,synthetic_varied_density.csv,322,1,1,1,2,True,8.431516
synthetic,synthetic_varied_density.csv,323,1,1,1,2,False,1.058873
synthetic,synthetic_varied_density.csv,324,1,1,1,2,True,8.214995
synthetic,synthetic_varied_density.csv,325,1,1,1,2,False,1.086847
synthetic,synthetic_varied_density.csv,326,1,1,1,2,False,1.000693
synthetic,synthetic_varied_density.csv,327,1,1,1,2,True,7.956667
synthetic,synthetic_varied_density.csv,328,1,1,1,2,True,8.301700
synthetic,synthetic_varied_density.csv,329,1,1,1,2,False,1.084400
synthetic,synthetic_varied_density.csv,330,1,1,1,2,False,1.003980
synthetic,synthetic_varied_density.csv,331,1,1,1,2,False,1.111519
synthetic,synthetic_varied_density.csv,332,1,1,1,2,False,1.127822
synthetic,synthetic_varied_density.csv,333,1,1,1,2,False,1.074463
synthetic,synthetic_varied_density.csv,334,1,1,1,2,False,1.069864
synthetic,synthetic_varied_density.csv,335,1,1,1,2,True,7.911491
synthetic,synthetic_varied_density.csv,336,1,1,1,2,False,1.117997
synthetic,synthetic_varied_density.csv,337,1,1,1,2,True,7.911113
synthetic,synthetic_varied_density.csv,338,1,1,1,-1,False,1.131815
synthetic,synthetic_varied_density.csv,339,1,1,1,2,True,7.587000
synthetic,synthetic_varied_density.csv,340,-1,-1,1,-1,False,0.472884
synthetic,synthetic_varied_density.csv,341,-1,-1,1,-1,False,0.527150
synthetic,synthetic_varied_density.csv,342,-1,-1,1,-1,False,0.457543
synthetic,synthetic_varied_density.csv,343,-1,-1,1,-1,False,0.519384
synthetic,synthetic_varied_density.csv,344,-1,-1,1,-1,False,0.506628
synthetic,synthetic_varied_density.csv,345,-1,-1,1,-1,False,0.516402
synthetic,synthetic_varied_density.csv,346,-1,-1,1,-1,False,0.528072
synthetic,synthetic_varied_density.csv,347,-1,-1,1,-1,False,0.517372
synthetic,synthetic_varied_density.csv,348,-1,-1,1,-1,False,0.525471
synthetic,synthetic_varied_density.csv,349,-1,-1,1,-1,False,0.460155
synthetic,synthetic_varied_density.csv,350,-1,-1,1,-1,False,0.513663
synthetic,synthetic_varied_density.csv,351,-1,-1,1,-1,False,0.493654
synthetic,synthetic_varied_density.csv,352,-1,-1,1,-1,False,0.493480
synthetic,synthetic_varied_density.csv,353,-1,-1,1,-1,False,0.521914
synthetic,synthetic_varied_density.csv,354,-1,-1,1,-1,False,0.527744
synthetic,synthetic_varied_density.csv,355,-1,-1,1,-1,False,0.506387
synthetic,synthetic_varied_density.csv,356,-1,-1,1,-1,False,0.488635
synthetic,synthetic_varied_density.csv,357,-1,-1,1,-1,False,0.486512
synthetic,synthetic_varied_density.csv,358,-1,-1,1,-1,False,0.480907
synthetic,synthetic_varied_density.csv,359,-1,-1,1,-1,False,0.478928
synthetic,synthetic_varied_density.csv,360,-1,-1,1,-1,False,0.481321
synthetic,synthetic_varied_density.csv,361,-1,-1,1,-1,False,0.457180
synthetic,synthetic_varied_density.csv,362,-1,-1,1,-1,False,0.456195
synthetic,synthetic_varied_density.csv,363,-1,-1,1,-1,False,0.512390
synthetic,synthetic_varied_density.csv,364,-1,-1,1,-1,False,0.485686
synthetic,synthetic_varied_density.csv,365,-1,-1,1,-1,False,0.524455
synthetic,synthetic_varied_density.csv,366,-1,-1,1,-1,False,0.498978
synthetic,synthetic_varied_density.csv,367,-1,-1,1,-1,False,0.452814
synthetic,synthetic_varied_density.csv,368,-1,-1,1,-1,False,0.462602
synthetic,synthetic_varied_density.csv,369,-1,-1,1,-1,False,0.466466
synthetic,synthetic_varied_density.csv,370,-1,-1,1,-1,False,0.528059
synthetic,synthetic_varied_density.csv,371,-1,-1,1,-1,False,0.467496
synthetic,synthetic_varied_density.csv,372,-1,-1,1,-1,False,0.491260
synthetic,synthetic_varied_density.csv,373,-1,-1,1,-1,False,0.524894
synthetic,synthetic_varied_density.csv,374,-1,-1,1,-1,False,0.528175
synthetic,synthetic_varied_density.csv,375,-1,-1,1,-1,False,0.468909
synthetic,synthetic_varied_density.csv,376,-1,-1,1,-1,False,0.453929
synthetic,synthetic_varied_density.csv,377,-1,-1,1,-1,False,0.462288
synthetic,synthetic_varied_density.csv,378,-1,-1,1,-1,False,0.455066
synthetic,synthetic_varied_density.csv,379,-1,-1,1,-1,False,0.465610
synthetic,synthetic_varied_density.csv,380,-1,-1,1,-1,False,0.495486
synthetic,synthetic_varied_density.csv,381,-1,-1,1,-1,False,0.522996
synthetic,synthetic_varied_density.csv,382,-1,-1,1,-1,False,0.492978
synthetic,synthetic_varied_density.csv,383,-1,-1,1,-1,False,0.500079
synthetic,synthetic_varied_density.csv,384,-1,-1,1,-1,False,0.466149
synthetic,synthetic_varied_density.csv,385,-1,-1,1,-1,False,0.514047
synthetic,synthetic_varied_density.csv,386,-1,-1,1,-1,False,0.499423
synthetic,synthetic_varied_density.csv,387,-1,-1,1,-1,False,0.519131
synthetic,synthetic_varied_density.csv,388,-1,-1,1,-1,False,0.525907
synthetic,synthetic_varied_density.csv,389,-1,-1,1,-1,False,0.477832
synthetic,synthetic_varied_density.csv,390,-1,-1,1,-1,False,0.457246
